EPA,"Hilcorp pays $223,000 EPA penalty for hazardous waste violations",https://www.epa.gov/newsreleases/hilcorp-pays-223000-epa-penalty-hazardous-waste-violations
EPA,"Acelerando para o futuro: EPA e Rhode Island Delegation celebram o Mês da Saúde Infantil com ônibus escolares ecológicos, trazendo ar mais saudável para as crianças e famílias em Pawtucket",https://www.epa.gov/newsreleases/acelerando-para-o-futuro-epa-e-rhode-island-delegation-celebram-o-mes-da-saude
EPA,EPA New England accepting public comment on Draft Title V air permits for two offshore wind farm projects,https://www.epa.gov/newsreleases/epa-new-england-accepting-public-comment-draft-title-v-air-permits-two-offshore-wind
EPA,Biden-Harris administration announces over $140M for water infrastructure in EPA Region 8 states,https://www.epa.gov/newsreleases/biden-harris-administration-announces-over-140m-water-infrastructure-epa-region-8
EPA,EPA Issues Compliance Order to Baltimore Metal Shredding Operation to Address Air Violations,https://www.epa.gov/newsreleases/epa-issues-compliance-order-baltimore-metal-shredding-operation-address-air-violations
EPA,EPA orders Connecticut winter sports park to correct alleged violation of the Clean Air Act,https://www.epa.gov/newsreleases/epa-orders-connecticut-winter-sports-park-correct-alleged-violation-clean-air-act
EPA,EPA Announces More Than $20 Million in Environmental and Climate Justice Community Change Grants in Ohio,https://www.epa.gov/newsreleases/epa-announces-more-20-million-environmental-and-climate-justice-community-change
EPA,U.S. EPA’s ENERGY STAR Program Launches New Resources to Help Americans Make Energy Efficient Home Improvements,https://www.epa.gov/newsreleases/us-epas-energy-star-program-launches-new-resources-help-americans-make-energy
EPA,"EPA and White House Senior Advisor Visit Charlotte, North Carolina to Highlight Latest Historic Funding for Clean School Buses",https://www.epa.gov/newsreleases/epa-and-white-house-senior-advisor-visit-charlotte-north-carolina-highlight-latest
EPA,Biden-Harris Administration Announces Over $2.4 Million to the American Lung Association to Upgrade Older Diesel Engines to Cleaner and Zero-Emission Solutions,https://www.epa.gov/newsreleases/biden-harris-administration-announces-over-24-million-american-lung-association
EPA,EPA Releases Proposed Plan for Motorola 52nd Street Superfund Cleanup in Phoenix,https://www.epa.gov/newsreleases/epa-releases-proposed-plan-motorola-52nd-street-superfund-cleanup-phoenix
EPA,EPA Announces Selection of Members to the Science Advisory Board and the Clean Air Scientific Advisory Committee,https://www.epa.gov/newsreleases/epa-announces-selection-members-science-advisory-board-and-clean-air-scientific
EPA,"EPA Settlement with AES Requires More Monitoring and Payment of Penalty for Clean Air Act Violations in Guayama, Puerto Rico",https://www.epa.gov/newsreleases/epa-settlement-aes-requires-more-monitoring-and-payment-penalty-clean-air-act
EPA,EPA Proposes Rule to Revoke Most Food Uses of the Insecticide Chlorpyrifos,https://www.epa.gov/newsreleases/epa-proposes-rule-revoke-most-food-uses-insecticide-chlorpyrifos
